CO,JUR,CNTYNAME,DATE,PLACE,OFFICE,AREA,TERM,LASTNAME,FIRSTNAME,BALDESIG,INCUMB,CAND#,VOTES,TOTVOTES,PERCENT,ELECTED
41,2,SAN MATEO,1995-11-07,REDWOOD CITY,CITY COUNCIL,,Full,Claire,Richard S.,Professor of Finance,No,12,3727,29550,0.126,Yes
41,2,SAN MATEO,1995-11-07,REDWOOD CITY,CITY COUNCIL,,Full,Buchan,Judy,Administrative Coordinator/Councilmember,Yes,12,3438,29550,0.116,Yes
41,2,SAN MATEO,1995-11-07,REDWOOD CITY,CITY COUNCIL,,Full,Leipzig,Matthias T.,"Realtor, Small Businessman",No,12,3318,29550,0.112,Yes
41,2,SAN MATEO,1995-11-07,REDWOOD CITY,CITY COUNCIL,,Full,Sanfilipo,Paul A.,Businessman/Councilperson,Yes,12,3044,29550,0.103,No
41,2,SAN MATEO,1995-11-07,REDWOOD CITY,CITY COUNCIL,,Full,Distefano,Bob,Newspaper Editor,No,12,2408,29550,0.081,No
41,2,SAN MATEO,1995-11-07,REDWOOD CITY,CITY COUNCIL,,Full,Manuel,Marc Stephen,Chief Legislative Aide,No,12,2311,29550,0.078,No
41,2,SAN MATEO,1995-11-07,REDWOOD CITY,CITY COUNCIL,,Full,Bain,Ian,Development Director,No,12,2012,29550,0.068,No
41,2,SAN MATEO,1995-11-07,REDWOOD CITY,CITY COUNCIL,,Full,Steinfeld,Joe,Small Business Owner,No,12,1581,29550,0.054,No
41,2,SAN MATEO,1995-11-07,REDWOOD CITY,CITY COUNCIL,,Full,Mooney,John K.,Businessman/Entrepreneur/Pilot,No,12,1501,29550,0.051,No
41,2,SAN MATEO,1995-11-07,REDWOOD CITY,CITY COUNCIL,,Full,Chandler,Gerald R.,Customer Service-Banking,No,12,1154,29550,0.039,No
41,2,SAN MATEO,1995-11-07,REDWOOD CITY,CITY COUNCIL,,Full,Cross,Nancy Jewell,Transportation Systems Developer,No,12,826,29550,0.028,No
41,2,SAN MATEO,1995-11-07,SAN BRUNO,CITY COUNCIL,,Full,O'Connell,Irene Kaiser,Educator,No,10,2794,13703,0.204,Yes
41,2,SAN MATEO,1995-11-07,SAN BRUNO,CITY COUNCIL,,Full,Ruane,Jim,Businessman,No,10,2487,13703,0.181,Yes
41,2,SAN MATEO,1995-11-07,SAN BRUNO,CITY COUNCIL,,Full,Kanakaris,George H.,Retired City Employee,No,10,2340,13703,0.171,No
41,2,SAN MATEO,1995-11-07,SAN BRUNO,CITY COUNCIL,,Full,Henderson,Skip,"Trustee, San Bruno Park School District",No,10,1539,13703,0.112,No
41,2,SAN MATEO,1995-11-07,SAN BRUNO,CITY COUNCIL,,Full,Hoff,Ed,"Chemist, Newsletter Editor",No,10,1510,13703,0.11,No
41,2,SAN MATEO,1995-11-07,SAN BRUNO,CITY COUNCIL,,Full,Barnes,Alice,Contract Negotiator/Administrator,No,10,967,13703,0.071,No
41,2,SAN MATEO,1995-11-07,SAN BRUNO,CITY COUNCIL,,Full,Bartalini,Jack,Residents Advocate,No,10,878,13703,0.064,No
41,2,SAN MATEO,1995-11-07,SAN BRUNO,CITY COUNCIL,,Full,Teitelbaum,Jennifer,Advertising Executive/Broker,No,10,651,13703,0.048,No
41,2,SAN MATEO,1995-11-07,SAN BRUNO,CITY COUNCIL,,Full,Tovar,Dan,Small Businessman,No,10,391,13703,0.029,No
41,2,SAN MATEO,1995-11-07,SAN BRUNO,CITY COUNCIL,,Full,Waxstein,Sam,Retired Small Businessman,No,10,135,13703,0.01,No
41,2,SAN MATEO,1995-11-07,SAN BRUNO,CITY MAYOR,,Full,Simon,Ed,"Mayor, San Bruno/Bank Manager",Yes,3,4313,7200,0.599,Yes
41,2,SAN MATEO,1995-11-07,SAN BRUNO,CITY MAYOR,,Full,Pallas,Chris,"Councilman, City of San Bruno",No,3,2007,7200,0.279,No
41,2,SAN MATEO,1995-11-07,SAN BRUNO,CITY MAYOR,,Full,O'Keefe,Dennis,Small Businessman,No,3,814,7200,0.113,No
41,2,SAN MATEO,1995-11-07,SAN CARLOS,CITY CLERK,,Full,Hanley,Margaret R.,Incumbent,Yes,1,3704,3739,0.991,Yes
41,2,SAN MATEO,1995-11-07,SAN CARLOS,CITY COUNCIL,,Full,Nelson,Sylvia M.,General Contractor/Marketing,No,4,2862,8311,0.344,Yes
41,2,SAN MATEO,1995-11-07,SAN CARLOS,CITY COUNCIL,,Full,Buckmaster,David Lawrence,Legislative Field Representative,No,4,2245,8311,0.27,Yes
41,2,SAN MATEO,1995-11-07,SAN CARLOS,CITY COUNCIL,,Full,Ranch,Lewis,Insurance Broker,No,4,2060,8311,0.248,No
41,2,SAN MATEO,1995-11-07,SAN CARLOS,CITY COUNCIL,,Full,Wozniak,Eddy,Businessman,No,4,1117,8311,0.134,No
41,2,SAN MATEO,1995-11-07,SAN CARLOS,CITY TREASURER,,Full,Galvin,Michael J.,Incumbent,Yes,1,3690,3721,0.992,Yes
41,2,SAN MATEO,1995-11-07,SAN MATEO,CITY COUNCIL,,Full,Mack,Claire L.,Community Affairs Coordinator,No,2,12592,25142,0.501,Yes
41,2,SAN MATEO,1995-11-07,SAN MATEO,CITY COUNCIL,,Full,Hill,Jerry,Business Owner,No,2,12238,25142,0.487,Yes
41,2,SAN MATEO,1995-11-07,SOUTH SAN FRANCISCO,CITY COUNCIL,,Full,Fernekes,Joseph A.,City Councilman,Yes,5,4181,12524,0.334,Yes
41,2,SAN MATEO,1995-11-07,SOUTH SAN FRANCISCO,CITY COUNCIL,,Full,Mullin,Eugene R.,Government Teacher,No,5,3799,12524,0.303,Yes
41,2,SAN MATEO,1995-11-07,SOUTH SAN FRANCISCO,CITY COUNCIL,,Full,Madriaga,Manny B.,Engineer & Business Analyst,No,5,1825,12524,0.146,No
41,2,SAN MATEO,1995-11-07,SOUTH SAN FRANCISCO,CITY COUNCIL,,Full,D'Alessandro,Maria,Businesswoman,No,5,1730,12524,0.138,No
41,2,SAN MATEO,1995-11-07,SOUTH SAN FRANCISCO,CITY COUNCIL,,Full,Burke,Patricia J.,Community Activist,No,5,970,12524,0.077,No
41,2,SAN MATEO,1995-11-07,WOODSIDE,CITY COUNCIL,1.0,Full,Greyson,Clifford,Physician,No,2,1016,1870,0.543,Yes
41,2,SAN MATEO,1995-11-07,WOODSIDE,CITY COUNCIL,1.0,Full,Crocker,Susan,Business Manager,No,2,853,1870,0.456,No
41,2,SAN MATEO,1995-11-07,WOODSIDE,CITY COUNCIL,3.0,Full,Mc Sherry,William J.,Businessman,No,3,871,1880,0.463,Yes
41,2,SAN MATEO,1995-11-07,WOODSIDE,CITY COUNCIL,3.0,Full,Fisch,Carol W.,Public Relations,No,3,635,1880,0.338,No
41,2,SAN MATEO,1995-11-07,WOODSIDE,CITY COUNCIL,3.0,Full,Sinclitico,Mary,Attorney,No,3,372,1880,0.198,No
41,2,SAN MATEO,1995-11-07,WOODSIDE,CITY COUNCIL,5.0,Full,Bohley,Peter R.,Civil Engineer,No,3,874,1868,0.468,Yes
41,2,SAN MATEO,1995-11-07,WOODSIDE,CITY COUNCIL,5.0,Full,Mendelson,Debbie Muller,Landscape Designer,No,3,833,1868,0.446,No
41,2,SAN MATEO,1995-11-07,WOODSIDE,CITY COUNCIL,5.0,Full,Bryan,Laura A.,Attorney,No,3,159,1868,0.085,No
41,2,SAN MATEO,1995-11-07,WOODSIDE,CITY COUNCIL,7.0,Full,Sinclair,Pete,Businessperson,No,3,857,1858,0.461,Yes
41,2,SAN MATEO,1995-11-07,WOODSIDE,CITY COUNCIL,7.0,Full,Braunstein,Kathleen,Community Volunteer,No,3,836,1858,0.45,No
41,2,SAN MATEO,1995-11-07,WOODSIDE,CITY COUNCIL,7.0,Full,Nelson,Edward,Attorney,No,3,159,1858,0.086,No
43,2,SANTA CLARA,1995-11-07,CUPERTINO,CITY COUNCIL,,Full,Chang,Michael S.,No Ballot Designation,No,5,3285,12703,0.259,Yes
43,2,SANTA CLARA,1995-11-07,CUPERTINO,CITY COUNCIL,,Full,Dean,Wally,No Ballot Designation,No,5,3141,12703,0.247,Yes
43,2,SANTA CLARA,1995-11-07,CUPERTINO,CITY COUNCIL,,Full,Goldman,Marshall Barret,No Ballot Designation,No,5,2768,12703,0.218,No
43,2,SANTA CLARA,1995-11-07,CUPERTINO,CITY COUNCIL,,Full,Haze,Steven,No Ballot Designation,No,5,1780,12703,0.14,No
43,2,SANTA CLARA,1995-11-07,CUPERTINO,CITY COUNCIL,,Full,Austin,Donna,No Ballot Designation,No,5,1729,12703,0.136,No
43,2,SANTA CLARA,1995-11-07,GILROY,CITY COUNCIL,,Full,Gilroy,K. A. Mike,Incumbent,Yes,7,3708,12786,0.29,Yes
43,2,SANTA CLARA,1995-11-07,GILROY,CITY COUNCIL,,Full,Rowlison,Suellen C.,Incumbent,Yes,7,2258,12786,0.177,Yes
43,2,SANTA CLARA,1995-11-07,GILROY,CITY COUNCIL,,Full,Springer,Tom,No Ballot Designation,No,7,2104,12786,0.165,Yes
43,2,SANTA CLARA,1995-11-07,GILROY,CITY COUNCIL,,Full,Drummond,Matthew W.,Self-Employed Businessman,No,7,1710,12786,0.134,No
43,2,SANTA CLARA,1995-11-07,GILROY,CITY COUNCIL,,Full,Romero,Frank,Business Owner,No,7,1328,12786,0.104,No
43,2,SANTA CLARA,1995-11-07,GILROY,CITY COUNCIL,,Full,Kloecker,Paul V.,Incumbent,Yes,7,1239,12786,0.097,No
43,2,SANTA CLARA,1995-11-07,GILROY,CITY COUNCIL,,Full,Willis,Manly R.,Retired Military,No,7,439,12786,0.034,No
43,2,SANTA CLARA,1995-11-07,GILROY,CITY MAYOR,,Full,Gage,Donald F.,Incumbent,Yes,2,3586,4504,0.796,Yes
43,2,SANTA CLARA,1995-11-07,GILROY,CITY MAYOR,,Full,Gomez,Augustine,Businessman,No,2,918,4504,0.204,No
43,2,SANTA CLARA,1995-11-07,LOS ALTOS,CITY COUNCIL,,Full,La Poll,Francis Albert,Estate/Tax Attorney,No,6,4262,21806,0.195,Yes
43,2,SANTA CLARA,1995-11-07,LOS ALTOS,CITY COUNCIL,,Full,Casto,Kris,Business Owner,No,6,4150,21086,0.197,Yes
43,2,SANTA CLARA,1995-11-07,LOS ALTOS,CITY COUNCIL,,Full,Becker,Louis E.,Business Executive,No,6,3321,21086,0.157,Yes
43,2,SANTA CLARA,1995-11-07,LOS ALTOS,CITY COUNCIL,,Full,Norton,Bob,Consulting Engineer,No,6,3307,21086,0.157,No
43,2,SANTA CLARA,1995-11-07,LOS ALTOS,CITY COUNCIL,,Full,Bauer,Gloria,Retired Registered Nurse,No,6,3269,21086,0.155,No
43,2,SANTA CLARA,1995-11-07,LOS ALTOS,CITY COUNCIL,,Full,Dobson,Jan,No Ballot Designation,No,6,2777,21086,0.132,No
43,2,SANTA CLARA,1995-11-07,PALO ALTO,CITY COUNCIL,,Full,Simitian,Joe,No Ballot Designation,Yes,7,10549,48065,0.219,Yes
43,2,SANTA CLARA,1995-11-07,PALO ALTO,CITY COUNCIL,,Full,Wheeler,Lanie,No Ballot Designation,Yes,7,9521,48065,0.198,Yes
43,2,SANTA CLARA,1995-11-07,PALO ALTO,CITY COUNCIL,,Full,Huber,Joseph H.,No Ballot Designation,Yes,7,9394,48065,0.195,Yes
43,2,SANTA CLARA,1995-11-07,PALO ALTO,CITY COUNCIL,,Full,Rosenbaum,Dick,No Ballot Designation,Yes,7,9175,48065,0.191,Yes
43,2,SANTA CLARA,1995-11-07,PALO ALTO,CITY COUNCIL,,Full,Barton,John H.,No Ballot Designation,No,7,4748,48065,0.099,No
43,2,SANTA CLARA,1995-11-07,PALO ALTO,CITY COUNCIL,,Full,Freedman,Andrew L.,No Ballot Designation,No,7,2805,48065,0.058,No
43,2,SANTA CLARA,1995-11-07,PALO ALTO,CITY COUNCIL,,Full,Power,Edmund,No Ballot Designation,No,7,1873,48065,0.039,No
43,2,SANTA CLARA,1995-03-14,SAN JOSE,CITY COUNCIL,10.0,Full,Dando,Pat,Administrator,No,6,3104,8454,0.367,Yes
43,2,SANTA CLARA,1995-03-14,SAN JOSE,CITY COUNCIL,10.0,Full,Maben,Meri,Educator,No,6,2267,8454,0.268,No
43,2,SANTA CLARA,1995-03-14,SAN JOSE,CITY COUNCIL,10.0,Full,Ferry,Steve,Businessperson,No,6,1666,8454,0.197,No
43,2,SANTA CLARA,1995-03-14,SAN JOSE,CITY COUNCIL,10.0,Full,Pyle,Nancy,Teacher,No,6,821,8454,0.097,No
43,2,SANTA CLARA,1995-03-14,SAN JOSE,CITY COUNCIL,10.0,Full,Loeber,Carlton,Independent Business Owner,No,6,680,8454,0.08,No
43,2,SANTA CLARA,1995-03-14,SAN JOSE,CITY COUNCIL,10.0,Full,Norve,Jerry,Businessman/Accountant,No,6,316,8454,0.037,No
43,2,SANTA CLARA,1995-05-02,SAN JOSE,CITY COUNCIL,10.0,Full,Dando,Pat,Administrator,No,2,5582,9589,0.582,Yes
43,2,SANTA CLARA,1995-05-02,SAN JOSE,CITY COUNCIL,10.0,Full,Maben,Meri,Educator,No,2,4007,9589,0.418,No
43,2,SANTA CLARA,1995-11-07,SUNNYVALE,CITY COUNCIL,4.0,Full,Walker,Jack,Electrical Engineer,No,2,8883,12567,0.707,Yes
43,2,SANTA CLARA,1995-11-07,SUNNYVALE,CITY COUNCIL,4.0,Full,Lawrence,Dallas,Businessperson,No,2,3684,12567,0.293,No
43,2,SANTA CLARA,1995-11-07,SUNNYVALE,CITY COUNCIL,5.0,Full,Valerio,Manuel,Senate Field Representative,No,1,10388,10388,1.0,Yes
43,2,SANTA CLARA,1995-11-07,SUNNYVALE,CITY COUNCIL,6.0,Full,Vorreiter,Pat,Attorney-at-Law,No,2,9646,13144,0.734,Yes
43,2,SANTA CLARA,1995-11-07,SUNNYVALE,CITY COUNCIL,6.0,Full,Rowe,Francis,Councilmember,Yes,2,3498,13144,0.266,No
43,2,SANTA CLARA,1995-11-07,SUNNYVALE,CITY COUNCIL,7.0,Full,Kawczynski,Stan,Councilmember/Financial Advisor,Yes,2,8264,12887,0.641,Yes
48,2,SOLANO,1995-11-07,FAIRFIELD,CITY CLERK,,Full,Day,Bess,Retired,No,1,7505,7505,1.0,Yes
48,2,SOLANO,1995-11-07,FAIRFIELD,CITY COUNCIL,,Full,Mac Millan,Karin,Supervisor's Administrative Assistant,No,9,3481,17827,0.195,Yes
48,2,SOLANO,1995-11-07,FAIRFIELD,CITY COUNCIL,,Full,O'Regan,Noreen Galvin,Office Manager,No,9,2760,17827,0.155,Yes
48,2,SOLANO,1995-11-07,FAIRFIELD,CITY COUNCIL,,Full,Mraz,John,Retired Police Officer,No,9,2605,17827,0.146,No
48,2,SOLANO,1995-11-07,FAIRFIELD,CITY COUNCIL,,Full,Andronico Sr.,Ronald Jay,Production Associate,No,9,2140,17827,0.12,No
48,2,SOLANO,1995-11-07,FAIRFIELD,CITY COUNCIL,,Full,O'Steen,Dwayne,Medical Equipment Sales,No,9,2112,17827,0.118,No
48,2,SOLANO,1995-11-07,FAIRFIELD,CITY COUNCIL,,Full,Polk,Perry W.,Data Processing Director,No,9,1784,17827,0.1,No
48,2,SOLANO,1995-11-07,FAIRFIELD,CITY COUNCIL,,Full,Curtis-Norman,Janith,No Ballot Designation,No,9,1646,17827,0.092,No
48,2,SOLANO,1995-11-07,FAIRFIELD,CITY COUNCIL,,Full,Behm,Wally,Retired Business Management,No,9,989,17827,0.055,No
48,2,SOLANO,1995-11-07,FAIRFIELD,CITY COUNCIL,,Full,Gordiejew,Joel P.,No Ballot Designation,No,9,310,17827,0.017,No
48,2,SOLANO,1995-11-07,FAIRFIELD,CITY TREASURER,,Full,"Reyes, Jr.",Oscar G.,Assistant Finance Director,No,2,6242,8266,0.755,Yes
48,2,SOLANO,1995-11-07,FAIRFIELD,CITY TREASURER,,Full,Federowicz,Robert A.,No Ballot Designation,No,2,2024,8266,0.245,No
48,2,SOLANO,1995-11-07,VALLEJO,CITY COUNCIL,,Full,Hicks,Foster,Vice Mayor,No,8,9518,46214,0.206,Yes
48,2,SOLANO,1995-11-07,VALLEJO,CITY COUNCIL,,Full,Donahue,Dan,Business Owner Operator,No,8,7963,46214,0.172,Yes
48,2,SOLANO,1995-11-07,VALLEJO,CITY COUNCIL,,Full,Martin,Ray,Businessman/Merchandiser/Clerk,No,8,6393,46214,0.138,Yes
48,2,SOLANO,1995-11-07,VALLEJO,CITY COUNCIL,,Full,Stafford,Kim David,Litigation Support Specialist,No,8,5568,46214,0.12,No
48,2,SOLANO,1995-11-07,VALLEJO,CITY COUNCIL,,Full,Rey,Pete,Logistics Management Supervisor,No,8,5526,46214,0.12,No
48,2,SOLANO,1995-11-07,VALLEJO,CITY COUNCIL,,Full,"Salido, III",Antonio Ray,Political/Economic Analyst,No,8,4116,46214,0.089,No
48,2,SOLANO,1995-11-07,VALLEJO,CITY COUNCIL,,Full,Jackson,Jimmie,Insurance Broker,No,8,3665,46214,0.079,No
48,2,SOLANO,1995-11-07,VALLEJO,CITY COUNCIL,,Full,Walker,H. Dale,Retired Businessman,No,8,3465,46214,0.075,No
48,2,SOLANO,1995-11-07,VALLEJO,CITY MAYOR,,Full,Exline,Gloria Meyer,Retired School Teacher,No,5,8649,18369,0.471,Yes
48,2,SOLANO,1995-11-07,VALLEJO,CITY MAYOR,,Full,Boschee,Rod,"Director, Business Development",No,5,7462,18369,0.406,No
48,2,SOLANO,1995-11-07,VALLEJO,CITY MAYOR,,Full,Boex,Harold Arthur,Businessman,No,5,1074,18369,0.058,No
48,2,SOLANO,1995-11-07,VALLEJO,CITY MAYOR,,Full,Hayes,Michael,Animal Shelter Volunteer,No,5,593,18369,0.032,No
48,2,SOLANO,1995-11-07,VALLEJO,CITY MAYOR,,Full,Brigandi,Michael,Businessman,No,5,591,18369,0.032,No
50,2,STANISLAUS,1995-11-07,CERES,CITY CLERK,,Full,Scudder Herbert,Brenda,County Clerk II,No,3,1230,2403,0.512,Yes
50,2,STANISLAUS,1995-11-07,CERES,CITY CLERK,,Full,Chambers,Linda L.,Homemaker,No,3,802,2403,0.334,No
50,2,STANISLAUS,1995-11-07,CERES,CITY CLERK,,Full,Meyer,Brandy D.,Legal Services,No,3,371,2403,0.154,No
50,2,STANISLAUS,1995-11-07,CERES,CITY COUNCIL,,Full,Bradley,Blair R.,Incumbent,Yes,3,1464,3711,0.395,Yes
50,2,STANISLAUS,1995-11-07,CERES,CITY COUNCIL,,Full,Ingwerson,Eric E.,Realtor,No,3,1342,3711,0.362,Yes
50,2,STANISLAUS,1995-11-07,CERES,CITY COUNCIL,,Full,Sheffield,Jerry M.,Winery Business Representative,No,3,905,3711,0.244,No
50,2,STANISLAUS,1995-11-07,CERES,CITY MAYOR,,Full,Hinton,Barbara T.,Incumbent,Yes,2,1813,2530,0.717,Yes
50,2,STANISLAUS,1995-11-07,CERES,CITY MAYOR,,Full,Augustine,James Edward,Truck Driver,No,2,717,2530,0.283,No
50,2,STANISLAUS,1995-11-07,CERES,CITY TREASURER,,Full,Armstrong,Margaret Faye,Certified Public Accountant,Yes,1,2212,2212,1.0,Yes
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,1.0,Full,Dobbs,Stan,"Director, School Facilities",Yes,4,11351,21912,0.518,Yes
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,1.0,Full,Cook,Theodore M.,Financial Consultant,No,4,6225,21912,0.284,No
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,1.0,Full,Buchanan,Ruthie,Medi-Cal Eligibility Supervisor,No,4,2618,21912,0.119,No
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,1.0,Full,Leonard,Frank T.,Downtown Delicatessen Employee,No,4,1718,21912,0.078,No
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,3.0,Full,McKinsey,Gerald L.,Retired Police Chief,No,3,12124,22510,0.539,Yes
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,3.0,Full,Ustach,Elizabeth,No Ballot Designation,No,3,9151,22510,0.407,No
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,3.0,Full,Lugo,Jose,Political Investigative Researcher,No,3,1235,22510,0.055,No
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,4.0,Short,Serpa,Mike,County Senior Appraiser,No,6,5661,21759,0.26,Yes
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,4.0,Short,Alexander,Jesse L.,Electronic Engineer,No,6,4632,21759,0.213,No
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,4.0,Short,Heath,Forrest E.,Businessman,No,6,4590,21759,0.211,No
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,4.0,Short,McVicker,Virgil J.,"Forensic Accountant, CPA",No,6,2947,21759,0.135,No
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,4.0,Short,McGill,Rickey,High School Teacher,No,6,2292,21759,0.105,No
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,4.0,Short,Taylor,Magruder (Mac),Postal Rural Carrier,No,6,1637,21759,0.075,No
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,6.0,Full,Mc Cormick,Larry D.,Mortgage Banker,No,12,5374,21616,0.249,Yes
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,6.0,Full,Fisher,Tim,Architect,No,12,5272,21616,0.244,No
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,6.0,Full,"Sundy, Sr.",David,Municipal Police Chief,No,12,3727,21616,0.172,No
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,6.0,Full,Morales,Sal,Teacher,No,12,2153,21616,0.1,No
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,6.0,Full,Burke,Steve,Community Activist/Consultant,No,12,1572,21616,0.073,No
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,6.0,Full,Raglund,Irma Dean,Retired Telephone Employee,No,12,1033,21616,0.048,No
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,6.0,Full,Nugent,Marcus Allen,General Residential Repairman,No,12,785,21616,0.036,No
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,6.0,Full,Lincoln,Mike,Mortgage Consultant,No,12,598,21616,0.028,No
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,6.0,Full,Kline,Jerry L.,Maintenance Mechanic,No,12,542,21616,0.025,No
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,6.0,Full,Bogan,Tai Christopher,Delinquent Advertising Collector,No,12,346,21616,0.016,No
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,6.0,Full,St. Nicholas,Harvey,Storage Disposal Wholesaler,No,12,130,21616,0.006,No
50,2,STANISLAUS,1995-11-07,MODESTO,CITY COUNCIL,6.0,Full,Mosness,Eric M. T.,Plastics Technician,No,12,84,21616,0.004,No
50,2,STANISLAUS,1995-11-07,MODESTO,CITY MAYOR,,Full,Lang,Richard A.,Mayor,Yes,2,14958,22857,0.654,Yes
50,2,STANISLAUS,1995-11-07,MODESTO,CITY MAYOR,,Full,Sabatino,Carmen,Businessman,No,2,7899,22857,0.346,No
50,2,STANISLAUS,1995-06-06,NEWMAN,CITY COUNCIL,,Short,Sheridan,John,Sales Representative,No,3,144,287,0.502,Yes
50,2,STANISLAUS,1995-06-06,NEWMAN,CITY COUNCIL,,Short,Allan,Deborah,Retail Store Manager,No,3,103,287,0.359,No
50,2,STANISLAUS,1995-06-06,NEWMAN,CITY COUNCIL,,Short,Dickey,Paul B.,Plant Engineering Manager,No,3,40,287,0.139,No
54,2,TULARE,1995-03-07,PORTERVILLE,CITY COUNCIL,,Full,Coleman,J. C.,Businessman,No,13,1574,10576,0.149,Yes
54,2,TULARE,1995-03-07,PORTERVILLE,CITY COUNCIL,,Full,Gibbons,Judi,Incumbent,Yes,13,1477,10576,0.14,Yes
54,2,TULARE,1995-03-07,PORTERVILLE,CITY COUNCIL,,Full,Gurrola,Virginia,College Program Director,No,13,1155,10576,0.109,Yes
54,2,TULARE,1995-03-07,PORTERVILLE,CITY COUNCIL,,Full,Leavitt,Boyd,Incumbent,Yes,13,1135,10576,0.107,No
54,2,TULARE,1995-03-07,PORTERVILLE,CITY COUNCIL,,Full,Broombaugh,Claude,Retired,No,13,1021,10576,0.097,No
54,2,TULARE,1995-03-07,PORTERVILLE,CITY COUNCIL,,Full,Movius,Lynn,No Ballot Designation,No,13,947,10576,0.09,No
54,2,TULARE,1995-03-07,PORTERVILLE,CITY COUNCIL,,Full,Hernandez,Eddie,No Ballot Designation,No,13,857,10576,0.081,No
54,2,TULARE,1995-03-07,PORTERVILLE,CITY COUNCIL,,Full,Hayes,Ed,Business Owner,No,13,757,10576,0.072,No
54,2,TULARE,1995-03-07,PORTERVILLE,CITY COUNCIL,,Full,Callahan,Gary,Business Owner,No,13,527,10576,0.05,No
54,2,TULARE,1995-03-07,PORTERVILLE,CITY COUNCIL,,Full,Whatley,Elfrieda,No Ballot Designation,No,13,475,10576,0.045,No
54,2,TULARE,1995-03-07,PORTERVILLE,CITY COUNCIL,,Full,Rice,Jay,Concerned Citizen,No,13,419,10576,0.04,No
54,2,TULARE,1995-03-07,PORTERVILLE,CITY COUNCIL,,Full,"Osmus, Sr.",Gordon,No Ballot Designation,No,13,199,10576,0.019,No
54,2,TULARE,1995-03-07,PORTERVILLE,CITY COUNCIL,,Full,Boggess,David,No Ballot Designation,No,13,33,10576,0.003,No
54,2,TULARE,1995-11-07,VISALIA,CITY COUNCIL,,Full,Gregory,Wally,Incumbent,Yes,6,5831,18863,0.309,Yes
54,2,TULARE,1995-11-07,VISALIA,CITY COUNCIL,,Full,Long,Evan D.,Incumbent,Yes,6,4698,18863,0.249,Yes
54,2,TULARE,1995-11-07,VISALIA,CITY COUNCIL,,Full,Reeser,William Kenneth,Fast Food Franchisee,No,6,4457,18863,0.236,No
54,2,TULARE,1995-11-07,VISALIA,CITY COUNCIL,,Full,Pruitt,Jerry,Businessman,No,6,2180,18863,0.116,No
54,2,TULARE,1995-11-07,VISALIA,CITY COUNCIL,,Full,Sanders,Michael Eric,Customer Service Teller,No,6,1152,18863,0.061,No
54,2,TULARE,1995-11-07,VISALIA,CITY COUNCIL,,Full,Vadnais,Frances Margaret,Homemaker,No,6,545,18863,0.029,No
56,2,VENTURA,1995-11-07,SAN BUENAVENTURA,CITY COUNCIL,,Full,Di Guilio,Ray,College Administrator,No,12,8517,56939,0.15,Yes
56,2,VENTURA,1995-11-07,SAN BUENAVENTURA,CITY COUNCIL,,Full,Tingstrom,Jack,Councilmember,Yes,12,8359,56939,0.147,Yes
56,2,VENTURA,1995-11-07,SAN BUENAVENTURA,CITY COUNCIL,,Full,Friedman,Jim,Chartered Financial Consultant,No,12,7941,56939,0.139,Yes
56,2,VENTURA,1995-11-07,SAN BUENAVENTURA,CITY COUNCIL,,Full,De Paola-Peterso,Donna,Businesswoman/Family Lawyer,No,12,7516,56939,0.132,No
56,2,VENTURA,1995-11-07,SAN BUENAVENTURA,CITY COUNCIL,,Full,Davis,Buster Charles,Barbecue Restauranteur/Educator,No,12,7432,56939,0.131,No
56,2,VENTURA,1995-11-07,SAN BUENAVENTURA,CITY COUNCIL,,Full,Huntington,Craig,Small Business Man,No,12,4753,56939,0.083,No
56,2,VENTURA,1995-11-07,SAN BUENAVENTURA,CITY COUNCIL,,Full,Hartmann,Stephen L.,Marketing Manager,No,12,4113,56939,0.072,No
